Cod_ibge 6 digitos;Cod_ibge;Município;Cod_RA;Região Administrativa;Região de Governo;Região Metropolitana;Subdivisao_RMSP;Macrometropole;Unidades Hidrográficas de Gerenciamento de Recursos Hídricos - URHIS;População 2020;Porte de população 2020;Latitude;Longitude
351120;3511201;Catiguá;689;Região Administrativa de São José do Rio Preto;Região de Governo de Catanduva;Demais municípios;Demais municípios;Demais municípios;15 - Turvo/Grande;7529;Mais de 5 mil até 10 mil;-21,06;-49,05
351130;3511300;Cedral;689;Região Administrativa de São José do Rio Preto;Região de Governo de São José do Rio Preto;Demais municípios;Demais municípios;Demais municípios;15 - Turvo/Grande;8836;Mais de 5 mil até 10 mil;-20,91;-49,26
351140;3511409;Cerqueira César;685;Região Administrativa de Sorocaba;Região de Governo de Avaré;Demais municípios;Demais municípios;Demais municípios;17 - Médio Paranapanema;19213;Mais de 10 mil até 20 mil;-23,06;-49,14
351150;3511508;Cerquilho;685;Região Administrativa de Sorocaba;Região de Governo de Itapetininga;Região Metropolitana de Sorocaba;Demais municípios;RMS;10 - Tietê/Sorocaba;46411;Mais de 20 mil até 50 mil;-23,19;-47,76
351160;3511607;Cesário Lange;685;Região Administrativa de Sorocaba;Região de Governo de Itapetininga;Região Metropolitana de Sorocaba;Demais municípios;RMS;10 - Tietê/Sorocaba;17248;Mais de 10 mil até 20 mil;-23,22;-47,90
351170;3511706;Charqueada;686;Região Administrativa de Campinas;Região de Governo de Piracicaba;Demais municípios;Demais municípios;AUPIRACICABA;05 - Piracicaba/Capivari/Jundiaí;16933;Mais de 10 mil até 20 mil;-22,53;-47,75
355720;3557204;Chavantes;692;Região Administrativa de Marília;Região de Governo de Ourinhos;Demais municípios;Demais municípios;Demais municípios;17 - Médio Paranapanema;12223;Mais de 10 mil até 20 mil;-23,05;-49,73
351190;3511904;Clementina;690;Região Administrativa de Araçatuba;Região de Governo de Araçatuba;Demais municípios;Demais municípios;Demais municípios;20 - Aguapeí;8324;Mais de 5 mil até 10 mil;-21,57;-50,46
351200;3512001;Colina;694;Região Administrativa de Barretos;Região de Governo de Barretos;Demais municípios;Demais municípios;Demais municípios;12 - Baixo Pardo/Grande;17603;Mais de 10 mil até 20 mil;-20,75;-48,59
351210;3512100;Colômbia;694;Região Administrativa de Barretos;Região de Governo de Barretos;Demais municípios;Demais municípios;Demais municípios;12 - Baixo Pardo/Grande;6046;Mais de 5 mil até 10 mil;-20,27;-48,72
351220;3512209;Conchal;686;Região Administrativa de Campinas;Região de Governo de Limeira;Demais municípios;Demais municípios;AUPIRACICABA;09 - Mogi-Guaçu;27284;Mais de 20 mil até 50 mil;-22,37;-47,14
351230;3512308;Conchas;685;Região Administrativa de Sorocaba;Região de Governo de Botucatu;Demais municípios;Demais municípios;Demais municípios;10 - Tietê/Sorocaba;17134;Mais de 10 mil até 20 mil;-22,97;-48,05
351240;3512407;Cordeirópolis;686;Região Administrativa de Campinas;Região de Governo de Limeira;Demais municípios;Demais municípios;AUPIRACICABA;05 - Piracicaba/Capivari/Jundiaí;24356;Mais de 20 mil até 50 mil;-22,48;-47,41
351250;3512506;Coroados;690;Região Administrativa de Araçatuba;Região de Governo de Araçatuba;Demais municípios;Demais municípios;Demais municípios;19 - Baixo Tietê;5926;Mais de 5 mil até 10 mil;-21,38;-50,30
351260;3512605;Coronel Macedo;696;Região Administrativa de Itapeva;Região de Governo de Itapeva;Demais municípios;Demais municípios;Demais municípios;14 - Alto Paranapanema;4843;Até 5 mil;-23,63;-49,31
351270;3512704;Corumbataí;686;Região Administrativa de Campinas;Região de Governo de Rio Claro;Demais municípios;Demais municípios;AUPIRACICABA;05 - Piracicaba/Capivari/Jundiaí;3962;Até 5 mil;-22,24;-47,61
351280;3512803;Cosmópolis;686;Região Administrativa de Campinas;Região de Governo de Campinas;Região Metropolitana de Campinas;Demais municípios;RMC;05 - Piracicaba/Capivari/Jundiaí;71282;Mais de 50 mil até 100 mil;-22,65;-47,19
351290;3512902;Cosmorama;689;Região Administrativa de São José do Rio Preto;Região de Governo de Votuporanga;Demais municípios;Demais municípios;Demais municípios;15 - Turvo/Grande;6997;Mais de 5 mil até 10 mil;-20,44;-49,77
351300;3513009;Cotia;681;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;RMSP-Sub-região Sudoeste;RMSP;06 - Alto Tietê;247424;Mais de 200 mil até 500 mil;-23,68;-46,96
351310;3513108;Cravinhos;687;Região Administrativa de Ribeirão Preto;Região de Governo de Ribeirão Preto;Região Metropolitana de Ribeirão Preto;Demais municípios;Demais municípios;04 - Pardo;34428;Mais de 20 mil até 50 mil;-21,34;-47,74
351320;3513207;Cristais Paulista;695;Região Administrativa de Franca;Região de Governo de Franca;Demais municípios;Demais municípios;Demais municípios;08 - Sapucaí/Grande;8425;Mais de 5 mil até 10 mil;-20,37;-47,40
351330;3513306;Cruzália;692;Região Administrativa de Marília;Região de Governo de Assis;Demais municípios;Demais municípios;Demais municípios;17 - Médio Paranapanema;2117;Até 5 mil;-22,74;-50,77
351340;3513405;Cruzeiro;684;Região Administrativa de São José dos Campos;Região de Governo de Cruzeiro;Região Metropolitana do Vale do Paraíba e Litoral Norte;Demais municípios;RMVPLN;02 - Paraíba do Sul;79927;Mais de 50 mil até 100 mil;-22,55;-45,01
351350;3513504;Cubatão;683;Região Administrativa de Santos;Região de Governo de Santos;Região Metropolitana da Baixada Santista;Demais municípios;RMBS;07 - Baixada Santista;129145;Mais de 100 mil até 200 mil;-23,87;-46,41
351360;3513603;Cunha;684;Região Administrativa de São José dos Campos;Região de Governo de Guaratinguetá;Região Metropolitana do Vale do Paraíba e Litoral Norte;Demais municípios;RMVPLN;02 - Paraíba do Sul;21681;Mais de 20 mil até 50 mil;-23,05;-44,94
351370;3513702;Descalvado;693;Região Administrativa Central;Região de Governo de São Carlos;Demais municípios;Demais municípios;Demais municípios;09 - Mogi-Guaçu;32430;Mais de 20 mil até 50 mil;-21,88;-47,65
351380;3513801;Diadema;681;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;RMSP-Sub-região Sudeste;RMSP;06 - Alto Tietê;404477;Mais de 200 mil até 500 mil;-23,70;-46,61
351385;3513850;Dirce Reis;689;Região Administrativa de São José do Rio Preto;Região de Governo de Jales;Demais municípios;Demais municípios;Demais municípios;18 - São José dos Dourados;1717;Até 5 mil;-20,45;-50,63
351390;3513900;Divinolândia;686;Região Administrativa de Campinas;Região de Governo de São João da Boa Vista;Demais municípios;Demais municípios;Demais municípios;04 - Pardo;10886;Mais de 10 mil até 20 mil;-21,66;-46,70
351400;3514007;Dobrada;693;Região Administrativa Central;Região de Governo de Araraquara;Demais municípios;Demais municípios;Demais municípios;16 - Tietê/Batalha;8904;Mais de 5 mil até 10 mil;-21,52;-48,36
351410;3514106;Dois Córregos;688;Região Administrativa de Bauru;Região de Governo de Jaú;Demais municípios;Demais municípios;Demais municípios;13 - Tietê/Jacaré;26972;Mais de 20 mil até 50 mil;-22,40;-48,34
351420;3514205;Dolcinópolis;689;Região Administrativa de São José do Rio Preto;Região de Governo de Jales;Demais municípios;Demais municípios;Demais municípios;15 - Turvo/Grande;2040;Até 5 mil;-20,12;-50,53
351430;3514304;Dourado;693;Região Administrativa Central;Região de Governo de São Carlos;Demais municípios;Demais municípios;Demais municípios;13 - Tietê/Jacaré;8482;Mais de 5 mil até 10 mil;-22,12;-48,33
351440;3514403;Dracena;691;Região Administrativa de Presidente Prudente;Região de Governo de Dracena;Demais municípios;Demais municípios;Demais municípios;20 - Aguapeí;44995;Mais de 20 mil até 50 mil;-21,56;-51,58
351450;3514502;Duartina;688;Região Administrativa de Bauru;Região de Governo de Bauru;Demais municípios;Demais municípios;Demais municípios;17 - Médio Paranapanema;11975;Mais de 10 mil até 20 mil;-22,39;-49,41
351460;3514601;Dumont;687;Região Administrativa de Ribeirão Preto;Região de Governo de Ribeirão Preto;Região Metropolitana de Ribeirão Preto;Demais municípios;Demais municípios;09 - Mogi-Guaçu;9570;Mais de 5 mil até 10 mil;-21,25;-47,98
351470;3514700;Echaporã;692;Região Administrativa de Marília;Região de Governo de Marília;Demais municípios;Demais municípios;Demais municípios;17 - Médio Paranapanema;6217;Mais de 5 mil até 10 mil;-22,45;-50,20
351480;3514809;Eldorado;682;Região Administrativa de Registro;Região de Governo de Registro;Demais municípios;Demais municípios;Demais municípios;11 - Ribeira de Iguape/Litoral Sul;15236;Mais de 10 mil até 20 mil;-24,49;-48,23
351490;3514908;Elias Fausto;686;Região Administrativa de Campinas;Região de Governo de Piracicaba;Demais municípios;Demais municípios;AUPIRACICABA;05 - Piracicaba/Capivari/Jundiaí;17346;Mais de 10 mil até 20 mil;-23,07;-47,37
351492;3514924;Elisiário;689;Região Administrativa de São José do Rio Preto;Região de Governo de Catanduva;Demais municípios;Demais municípios;Demais municípios;16 - Tietê/Batalha;3499;Até 5 mil;-21,16;-49,09
351495;3514957;Embaúba;694;Região Administrativa de Barretos;Região de Governo de Barretos;Demais municípios;Demais municípios;Demais municípios;15 - Turvo/Grande;2409;Até 5 mil;-20,95;-48,85
351500;3515004;Embu das Artes;681;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;RMSP-Sub-região Sudoeste;RMSP;06 - Alto Tietê;270790;Mais de 200 mil até 500 mil;-23,65;-46,85
351510;3515103;Embu-Guaçu;681;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;RMSP-Sub-região Sudoeste;RMSP;06 - Alto Tietê;68053;Mais de 50 mil até 100 mil;-23,85;-46,83
351512;3515129;Emilianópolis;691;Região Administrativa de Presidente Prudente;Região de Governo de Presidente Prudente;Demais municípios;Demais municípios;Demais municípios;21 - Peixe;3068;Até 5 mil;-21,80;-51,47
351515;3515152;Engenheiro Coelho;686;Região Administrativa de Campinas;Região de Governo de Campinas;Região Metropolitana de Campinas;Demais municípios;RMC;09 - Mogi-Guaçu;20535;Mais de 20 mil até 50 mil;-22,49;-47,17
351518;3515186;Espírito Santo do Pinhal;686;Região Administrativa de Campinas;Região de Governo de São João da Boa Vista;Demais municípios;Demais municípios;Demais municípios;09 - Mogi-Guaçu;42573;Mais de 20 mil até 50 mil;-22,19;-46,79
351519;3515194;Espírito Santo do Turvo;692;Região Administrativa de Marília;Região de Governo de Ourinhos;Demais municípios;Demais municípios;Demais municípios;17 - Médio Paranapanema;4799;Até 5 mil;-22,67;-49,43
355730;3557303;Estiva Gerbi;686;Região Administrativa de Campinas;Região de Governo de Campinas;Demais municípios;Demais municípios;Demais municípios;09 - Mogi-Guaçu;11079;Mais de 10 mil até 20 mil;-22,24;-46,94
351530;3515301;Estrela do Norte;691;Região Administrativa de Presidente Prudente;Região de Governo de Presidente Prudente;Demais municípios;Demais municípios;Demais municípios;22 - Pontal do Paranapanema;2665;Até 5 mil;-22,48;-51,67
351520;3515202;Estrela d'Oeste;689;Região Administrativa de São José do Rio Preto;Região de Governo de Fernandópolis;Demais municípios;Demais municípios;Demais municípios;15 - Turvo/Grande;8094;Mais de 5 mil até 10 mil;-20,27;-50,41
351535;3515350;Euclides da Cunha Paulista;691;Região Administrativa de Presidente Prudente;Região de Governo de Presidente Prudente;Demais municípios;Demais municípios;Demais municípios;22 - Pontal do Paranapanema;9537;Mais de 5 mil até 10 mil;-22,52;-52,59
351540;3515400;Fartura;696;Região Administrativa de Itapeva;Região de Governo de Itapeva;Demais municípios;Demais municípios;Demais municípios;14 - Alto Paranapanema;15644;Mais de 10 mil até 20 mil;-23,39;-49,52
351560;3515608;Fernando Prestes;693;Região Administrativa Central;Região de Governo de Araraquara;Demais municípios;Demais municípios;Demais municípios;15 - Turvo/Grande;5572;Mais de 5 mil até 10 mil;-21,31;-48,70
351550;3515509;Fernandópolis;689;Região Administrativa de São José do Rio Preto;Região de Governo de Fernandópolis;Demais municípios;Demais municípios;Demais municípios;15 - Turvo/Grande;66112;Mais de 50 mil até 100 mil;-20,27;-50,28
351565;3515657;Fernão;692;Região Administrativa de Marília;Região de Governo de Marília;Demais municípios;Demais municípios;Demais municípios;17 - Médio Paranapanema;1649;Até 5 mil;-22,37;-49,54
351570;3515707;Ferraz de Vasconcelos;681;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;RMSP-Sub-região Leste;RMSP;06 - Alto Tietê;193037;Mais de 100 mil até 200 mil;-23,56;-46,37
351580;3515806;Flora Rica;691;Região Administrativa de Presidente Prudente;Região de Governo de Adamantina;Demais municípios;Demais municípios;Demais municípios;21 - Peixe;1589;Até 5 mil;-21,70;-51,37
351590;3515905;Floreal;689;Região Administrativa de São José do Rio Preto;Região de Governo de Votuporanga;Demais municípios;Demais municípios;Demais municípios;18 - São José dos Dourados;2856;Até 5 mil;-20,67;-50,15
351600;3516002;Flórida Paulista;691;Região Administrativa de Presidente Prudente;Região de Governo de Adamantina;Demais municípios;Demais municípios;Demais municípios;21 - Peixe;12120;Mais de 10 mil até 20 mil;-21,54;-51,17
351610;3516101;Florínea;692;Região Administrativa de Marília;Região de Governo de Assis;Demais municípios;Demais municípios;Demais municípios;17 - Médio Paranapanema;2703;Até 5 mil;-22,88;-50,70
351620;3516200;Franca;695;Região Administrativa de Franca;Região de Governo de Franca;Demais municípios;Demais municípios;Demais municípios;08 - Sapucaí/Grande;342125;Mais de 200 mil até 500 mil;-20,55;-47,38
351630;3516309;Francisco Morato;681;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;RMSP-Sub-região Norte;RMSP;06 - Alto Tietê;174403;Mais de 100 mil até 200 mil;-23,27;-46,72
351640;3516408;Franco da Rocha;681;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;RMSP-Sub-região Norte;RMSP;06 - Alto Tietê;152201;Mais de 100 mil até 200 mil;-23,31;-46,74
351650;3516507;Gabriel Monteiro;690;Região Administrativa de Araçatuba;Região de Governo de Araçatuba;Demais municípios;Demais municípios;Demais municípios;20 - Aguapeí;2684;Até 5 mil;-21,50;-50,56
351660;3516606;Gália;692;Região Administrativa de Marília;Região de Governo de Marília;Demais municípios;Demais municípios;Demais municípios;17 - Médio Paranapanema;6563;Mais de 5 mil até 10 mil;-22,32;-49,58
351670;3516705;Garça;692;Região Administrativa de Marília;Região de Governo de Marília;Demais municípios;Demais municípios;Demais municípios;20 - Aguapeí;42483;Mais de 20 mil até 50 mil;-22,23;-49,69
351680;3516804;Gastão Vidigal;690;Região Administrativa de Araçatuba;Região de Governo de Araçatuba;Demais municípios;Demais municípios;Demais municípios;19 - Baixo Tietê;4768;Até 5 mil;-20,80;-50,20
351685;3516853;Gavião Peixoto;693;Região Administrativa Central;Região de Governo de Araraquara;Demais municípios;Demais municípios;Demais municípios;13 - Tietê/Jacaré;4610;Até 5 mil;-21,79;-48,45
351690;3516903;General Salgado;690;Região Administrativa de Araçatuba;Região de Governo de Araçatuba;Demais municípios;Demais municípios;Demais municípios;18 - São José dos Dourados;10648;Mais de 10 mil até 20 mil;-20,64;-50,42
351700;3517000;Getulina;688;Região Administrativa de Bauru;Região de Governo de Lins;Demais municípios;Demais municípios;Demais municípios;20 - Aguapeí;10847;Mais de 10 mil até 20 mil;-21,78;-50,03
351710;3517109;Glicério;690;Região Administrativa de Araçatuba;Região de Governo de Araçatuba;Demais municípios;Demais municípios;Demais municípios;19 - Baixo Tietê;4749;Até 5 mil;-21,34;-50,20
351720;3517208;Guaiçara;688;Região Administrativa de Bauru;Região de Governo de Lins;Demais municípios;Demais municípios;Demais municípios;16 - Tietê/Batalha;11947;Mais de 10 mil até 20 mil;-21,57;-49,76
351730;3517307;Guaimbê;688;Região Administrativa de Bauru;Região de Governo de Lins;Demais municípios;Demais municípios;Demais municípios;20 - Aguapeí;5534;Mais de 5 mil até 10 mil;-21,88;-49,86
351740;3517406;Guaíra;694;Região Administrativa de Barretos;Região de Governo de Barretos;Demais municípios;Demais municípios;Demais municípios;08 - Sapucaí/Grande;39061;Mais de 20 mil até 50 mil;-20,31;-48,36
351750;3517505;Guapiaçu;689;Região Administrativa de São José do Rio Preto;Região de Governo de São José do Rio Preto;Demais municípios;Demais municípios;Demais municípios;15 - Turvo/Grande;20848;Mais de 20 mil até 50 mil;-20,74;-49,19
351760;3517604;Guapiara;696;Região Administrativa de Itapeva;Região de Governo de Itapeva;Demais municípios;Demais municípios;Demais municípios;14 - Alto Paranapanema;17775;Mais de 10 mil até 20 mil;-24,21;-48,56
351770;3517703;Guará;695;Região Administrativa de Franca;Região de Governo de Franca;Demais municípios;Demais municípios;Demais municípios;08 - Sapucaí/Grande;20824;Mais de 20 mil até 50 mil;-20,48;-47,77
351780;3517802;Guaraçaí;690;Região Administrativa de Araçatuba;Região de Governo de Andradina;Demais municípios;Demais municípios;Demais municípios;19 - Baixo Tietê;8412;Mais de 5 mil até 10 mil;-21,09;-51,28
351790;3517901;Guaraci;694;Região Administrativa de Barretos;Região de Governo de Barretos;Demais municípios;Demais municípios;Demais municípios;12 - Baixo Pardo/Grande;10978;Mais de 10 mil até 20 mil;-20,37;-49,00
351800;3518008;Guarani d'Oeste;689;Região Administrativa de São José do Rio Preto;Região de Governo de Fernandópolis;Demais municípios;Demais municípios;Demais municípios;15 - Turvo/Grande;1922;Até 5 mil;-20,07;-50,34
351810;3518107;Guarantã;688;Região Administrativa de Bauru;Região de Governo de Lins;Demais municípios;Demais municípios;Demais municípios;16 - Tietê/Batalha;6477;Mais de 5 mil até 10 mil;-21,92;-49,59
351820;3518206;Guararapes;690;Região Administrativa de Araçatuba;Região de Governo de Araçatuba;Demais municípios;Demais municípios;Demais municípios;19 - Baixo Tietê;32076;Mais de 20 mil até 50 mil;-21,29;-50,70
351830;3518305;Guararema;681;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;RMSP-Sub-região Leste;RMSP;02 - Paraíba do Sul;29429;Mais de 20 mil até 50 mil;-23,43;-46,06
351840;3518404;Guaratinguetá;684;Região Administrativa de São José dos Campos;Região de Governo de Guaratinguetá;Região Metropolitana do Vale do Paraíba e Litoral Norte;Demais municípios;RMVPLN;02 - Paraíba do Sul;118345;Mais de 100 mil até 200 mil;-22,79;-45,23
351850;3518503;Guareí;685;Região Administrativa de Sorocaba;Região de Governo de Itapetininga;Demais municípios;Demais municípios;Demais municípios;14 - Alto Paranapanema;15750;Mais de 10 mil até 20 mil;-23,37;-48,22
351860;3518602;Guariba;687;Região Administrativa de Ribeirão Preto;Região de Governo de Ribeirão Preto;Região Metropolitana de Ribeirão Preto;Demais municípios;Demais municípios;09 - Mogi-Guaçu;39021;Mais de 20 mil até 50 mil;-21,40;-48,23
351870;3518701;Guarujá;683;Região Administrativa de Santos;Região de Governo de Santos;Região Metropolitana da Baixada Santista;Demais municípios;RMBS;07 - Baixada Santista;316405;Mais de 200 mil até 500 mil;-23,95;-46,24
351880;3518800;Guarulhos;681;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;Região Metropolitana de São Paulo;RMSP-Sub-região Leste;RMSP;06 - Alto Tietê;1351275;Mais de 1 milhão;-23,40;-46,45
351885;3518859;Guatapará;687;Região Administrativa de Ribeirão Preto;Região de Governo de Ribeirão Preto;Região Metropolitana de Ribeirão Preto;Demais municípios;Demais municípios;09 - Mogi-Guaçu;7440;Mais de 5 mil até 10 mil;-21,45;-47,98
351890;3518909;Guzolândia;690;Região Administrativa de Araçatuba;Região de Governo de Araçatuba;Demais municípios;Demais municípios;Demais municípios;18 - São José dos Dourados;5107;Mais de 5 mil até 10 mil;-20,63;-50,71
351900;3519006;Herculândia;692;Região Administrativa de Marília;Região de Governo de Tupã;Demais municípios;Demais municípios;Demais municípios;20 - Aguapeí;9260;Mais de 5 mil até 10 mil;-21,96;-50,37
351905;3519055;Holambra;686;Região Administrativa de Campinas;Região de Governo de Campinas;Região Metropolitana de Campinas;Demais municípios;RMC;05 - Piracicaba/Capivari/Jundiaí;14493;Mais de 10 mil até 20 mil;-22,63;-47,06
351907;3519071;Hortolândia;686;Região Administrativa de Campinas;Região de Governo de Campinas;Região Metropolitana de Campinas;Demais municípios;RMC;05 - Piracicaba/Capivari/Jundiaí;230268;Mais de 200 mil até 500 mil;-22,88;-47,21
351910;3519105;Iacanga;688;Região Administrativa de Bauru;Região de Governo de Bauru;Demais municípios;Demais municípios;Demais municípios;13 - Tietê/Jacaré;11306;Mais de 10 mil até 20 mil;-21,89;-49,04
351920;3519204;Iacri;692;Região Administrativa de Marília;Região de Governo de Tupã;Demais municípios;Demais municípios;Demais municípios;20 - Aguapeí;6272;Mais de 5 mil até 10 mil;-21,80;-50,62
351925;3519253;Iaras;685;Região Administrativa de Sorocaba;Região de Governo de Avaré;Demais municípios;Demais municípios;Demais municípios;17 - Médio Paranapanema;6894;Mais de 5 mil até 10 mil;-22,82;-49,11
351930;3519303;Ibaté;693;Região Administrativa Central;Região de Governo de São Carlos;Demais municípios;Demais municípios;Demais municípios;13 - Tietê/Jacaré;34738;Mais de 20 mil até 50 mil;-21,95;-48,03
351940;3519402;Ibirá;689;Região Administrativa de São José do Rio Preto;Região de Governo de São José do Rio Preto;Demais municípios;Demais municípios;Demais municípios;16 - Tietê/Batalha;12059;Mais de 10 mil até 20 mil;-21,07;-49,22
351950;3519501;Ibirarema;692;Região Administrativa de Marília;Região de Governo de Assis;Demais municípios;Demais municípios;Demais municípios;17 - Médio Paranapanema;7509;Mais de 5 mil até 10 mil;-22,81;-50,08
351960;3519600;Ibitinga;693;Região Administrativa Central;Região de Governo de Araraquara;Demais municípios;Demais municípios;Demais municípios;13 - Tietê/Jacaré;58501;Mais de 50 mil até 100 mil;-21,79;-48,85
351970;3519709;Ibiúna;685;Região Administrativa de Sorocaba;Região de Governo de Sorocaba;Região Metropolitana de Sorocaba;Demais municípios;RMS;10 - Tietê/Sorocaba;76430;Mais de 50 mil até 100 mil;-23,80;-47,22
351980;3519808;Icém;689;Região Administrativa de São José do Rio Preto;Região de Governo de São José do Rio Preto;Demais municípios;Demais municípios;Demais municípios;12 - Baixo Pardo/Grande;8032;Mais de 5 mil até 10 mil;-20,37;-49,19
351990;3519907;Iepê;691;Região Administrativa de Presidente Prudente;Região de Governo de Presidente Prudente;Demais municípios;Demais municípios;Demais municípios;22 - Pontal do Paranapanema;7921;Mais de 5 mil até 10 mil;-22,65;-51,06
352000;3520004;Igaraçu do Tietê;688;Região Administrativa de Bauru;Região de Governo de Jaú;Demais municípios;Demais municípios;Demais municípios;13 - Tietê/Jacaré;24135;Mais de 20 mil até 50 mil;-22,54;-48,57
352010;3520103;Igarapava;695;Região Administrativa de Franca;Região de Governo de Franca;Demais municípios;Demais municípios;Demais municípios;08 - Sapucaí/Grande;29456;Mais de 20 mil até 50 mil;-20,06;-47,68
352020;3520202;Igaratá;684;Região Administrativa de São José dos Campos;Região de Governo de São José dos Campos;Região Metropolitana do Vale do Paraíba e Litoral Norte;Demais municípios;RMVPLN;02 - Paraíba do Sul;9312;Mais de 5 mil até 10 mil;-23,13;-46,15
352030;3520301;Iguape;682;Região Administrativa de Registro;Região de Governo de Registro;Demais municípios;Demais municípios;Demais municípios;11 - Ribeira de Iguape/Litoral Sul;29465;Mais de 20 mil até 50 mil;-24,55;-47,47
352042;3520426;Ilha Comprida;682;Região Administrativa de Registro;Região de Governo de Registro;Demais municípios;Demais municípios;Demais municípios;11 - Ribeira de Iguape/Litoral Sul;10296;Mais de 10 mil até 20 mil;-24,86;-47,72
352044;3520442;Ilha Solteira;690;Região Administrativa de Araçatuba;Região de Governo de Andradina;Demais municípios;Demais municípios;Demais municípios;18 - São José dos Dourados;25748;Mais de 20 mil até 50 mil;-20,43;-51,26
352040;3520400;Ilhabela;684;Região Administrativa de São José dos Campos;Região de Governo de Caraguatatuba;Região Metropolitana do Vale do Paraíba e Litoral Norte;Demais municípios;RMVPLN;03 - Litoral Norte;33470;Mais de 20 mil até 50 mil;-23,85;-45,32
352050;3520509;Indaiatuba;686;Região Administrativa de Campinas;Região de Governo de Campinas;Região Metropolitana de Campinas;Demais municípios;RMC;05 - Piracicaba/Capivari/Jundiaí;242868;Mais de 200 mil até 500 mil;-23,11;-47,20
352060;3520608;Indiana;691;Região Administrativa de Presidente Prudente;Região de Governo de Presidente Prudente;Demais municípios;Demais municípios;Demais municípios;21 - Peixe;4775;Até 5 mil;-22,13;-51,26
352070;3520707;Indiaporã;689;Região Administrativa de São José do Rio Preto;Região de Governo de Fernandópolis;Demais municípios;Demais municípios;Demais municípios;15 - Turvo/Grande;3854;Até 5 mil;-19,95;-50,26
352080;3520806;Inúbia Paulista;691;Região Administrativa de Presidente Prudente;Região de Governo de Adamantina;Demais municípios;Demais municípios;Demais municípios;21 - Peixe;3892;Até 5 mil;-21,74;-50,96
352090;3520905;Ipaussu;692;Região Administrativa de Marília;Região de Governo de Ourinhos;Demais municípios;Demais municípios;Demais municípios;14 - Alto Paranapanema;14506;Mais de 10 mil até 20 mil;-23,07;-49,61
352100;3521002;Iperó;685;Região Administrativa de Sorocaba;Região de Governo de Sorocaba;Região Metropolitana de Sorocaba;Demais municípios;RMS;10 - Tietê/Sorocaba;34352;Mais de 20 mil até 50 mil;-23,40;-47,63
352110;3521101;Ipeúna;686;Região Administrativa de Campinas;Região de Governo de Rio Claro;Demais municípios;Demais municípios;AUPIRACICABA;05 - Piracicaba/Capivari/Jundiaí;7571;Mais de 5 mil até 10 mil;-22,42;-47,72
352115;3521150;Ipiguá;689;Região Administrativa de São José do Rio Preto;Região de Governo de São José do Rio Preto;Demais municípios;Demais municípios;Demais municípios;15 - Turvo/Grande;5231;Mais de 5 mil até 10 mil;-20,65;-49,40
352120;3521200;Iporanga;696;Região Administrativa de Itapeva;Região de Governo de Itapeva;Demais municípios;Demais municípios;Demais municípios;11 - Ribeira de Iguape/Litoral Sul;4407;Até 5 mil;-24,51;-48,55
352130;3521309;Ipuã;695;Região Administrativa de Franca;Região de Governo de São Joaquim da Barra;Demais municípios;Demais municípios;Demais municípios;08 - Sapucaí/Grande;15861;Mais de 10 mil até 20 mil;-20,42;-48,07
352140;3521408;Iracemápolis;686;Região Administrativa de Campinas;Região de Governo de Limeira;Demais municípios;Demais municípios;AUPIRACICABA;05 - Piracicaba/Capivari/Jundiaí;23654;Mais de 20 mil até 50 mil;-22,59;-47,52
352150;3521507;Irapuã;689;Região Administrativa de São José do Rio Preto;Região de Governo de Catanduva;Demais municípios;Demais municípios;Demais municípios;16 - Tietê/Batalha;7734;Mais de 5 mil até 10 mil;-21,27;-49,40
352160;3521606;Irapuru;691;Região Administrativa de Presidente Prudente;Região de Governo de Adamantina;Demais municípios;Demais municípios;Demais municípios;21 - Peixe;7334;Mais de 5 mil até 10 mil;-21,48;-51,35
352170;3521705;Itaberá;696;Região Administrativa de Itapeva;Região de Governo de Itapeva;Demais municípios;Demais municípios;Demais municípios;14 - Alto Paranapanema;17614;Mais de 10 mil até 20 mil;-23,87;-49,14
352180;3521804;Itaí;696;Região Administrativa de Itapeva;Região de Governo de Itapeva;Demais municípios;Demais municípios;Demais municípios;14 - Alto Paranapanema;26507;Mais de 20 mil até 50 mil;-23,47;-49,05
352190;3521903;Itajobi;689;Região Administrativa de São José do Rio Preto;Região de Governo de Catanduva;Demais municípios;Demais municípios;Demais municípios;16 - Tietê/Batalha;14614;Mais de 10 mil até 20 mil;-21,36;-49,05
352200;3522000;Itaju;688;Região Administrativa de Bauru;Região de Governo de Jaú;Demais municípios;Demais municípios;Demais municípios;13 - Tietê/Jacaré;3654;Até 5 mil;-21,95;-48,79
